"ChEMBL ID;""Name"";""Synonyms"";""Type"";""Max Phase"";""Molecular Weight"";""Targets"";""Bioactivities"";""AlogP"";""PSA"";""HBA"";""HBD"";""#RO5 Violations"";""#Rotatable Bonds"";""Passes Ro3"";""QED Weighted"";""CX ApKa"";""CX BpKa"";""CX LogP"";""CX LogD"";""Aromatic Rings"";""Structure Type"";""Inorganic Flag"";""Heavy Atoms"";""HBA Lipinski"";""HBD Lipinski"";""#RO5 Violations (Lipinski)"";""Molecular Weight (Monoisotopic)"";""Molecular Species"";""Molecular Formula"";""Smiles""",,,
"CHEMBL85;""RISPERIDONE"";""LY-03004|LY03004|N05AX08|PERSERIS|PERSERIS KIT|R 64 766|R-64","766|R-64-766|R-64766|RCN-3028|RCN3028|RISPERDAL CONSTA|RISPERDAL QUICKLET|RISPERIDONE|Risperdal|Risperdal Consta Long Acting|Risperdal M|Risperdal M-TAB"";""Small molecule"";""4"";""410.49"";""207"";""1280"";""3.59"";""64.16"";""6"";""0"";""0"";""4"";""N"";""0.66"";""None"";""8.76"";""2.63"";""1.25"";""3"";""MOL"";""0"";""30"";""6"";""0"";""0"";""410.2118"";""BASE"";""C23H27FN4O2"";""Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2""",,
"CHEMBL1179047;""CHLOROPROCAINE"";""CHLOROPROCAINE"";""Small molecule"";""4"";""270.76"";""5"";""19"";""2.42"";""55.56"";""4"";""1"";""0"";""6"";""N"";""0.64"";""None"";""8.96"";""2.48"";""0.92"";""1"";""MOL"";""0"";""18"";""4"";""2"";""0"";""270.1135"";""BASE"";""C13H19ClN2O2"";""CCN(CC)CCOC(=O)c1ccc(N)cc1Cl""",,,
"CHEMBL2105141;""NIAPRAZINE"";""1709 CERM|NIAPRAZINE"";""Small molecule"";""0"";""356.44"";"""";"""";""2.55"";""48.47"";""4"";""1"";""0"";""6"";""N"";""0.86"";""13.95"";""7.90"";""2.21"";""1.58"";""2"";""MOL"";""0"";""26"";""5"";""1"";""0"";""356.2012"";""NEUTRAL"";""C20H25FN4O"";""CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1""",,,
"CHEMBL220492;""TOPIRAMATE"";""EPITOMAX|MCN-4853|QUDEXY XR|RWJ-17021|RWJ-17021-000|TOPAMAX SPRINKLE|TOPIRAMATE|TROKENDI XR|Topamax|USL-255|USL255"";""Small molecule"";""4"";""339.37"";""67"";""656"";""-0.40"";""115.54"";""8"";""1"";""0"";""3"";""N"";""0.74"";""11.09"";""None"";""0.13"";""0.13"";""0"";""MOL"";""0"";""22"";""9"";""2"";""0"";""339.0988"";""NEUTRAL"";""C12H21NO8S"";""CC1(C)O[C@@H]2CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@H]3[C@@H]2O1""",,,
"CHEMBL47072;""KETOBEMIDONE"";""CETOBEMIDONE|Cliradon|Cymidon|IDS-NK-001|IDS-NK-001(SECT.3)|KETOBEMIDONE|Ketodur|Ketogan|Ketorax|NSC-117863"";""Small molecule"";""0"";""247.34"";""6"";""14"";""2.33"";""40.54"";""3"";""1"";""0"";""3"";""Y"";""0.89"";""9.44"";""8.09"";""2.49"";""1.89"";""1"";""MOL"";""0"";""18"";""3"";""1"";""0"";""247.1572"";""NEUTRAL"";""C15H21NO2"";""CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1""",,,
"CHEMBL668;""PROTRIPTYLINE"";""PROTRIPTYLINE|Protriptyline"";""Small molecule"";""4"";""263.38"";""39"";""101"";""4.30"";""12.03"";""1"";""1"";""0"";""4"";""N"";""0.81"";""None"";""10.54"";""4.50"";""1.61"";""2"";""MOL"";""0"";""20"";""1"";""1"";""0"";""263.1674"";""BASE"";""C19H21N"";""CNCCCC1c2ccccc2C=Cc2ccccc21""",,,
"CHEMBL440294;""PIPAMPERONE"";""FLOROPIPAMIDE|PIPAMPERONE|PIPAMPERONE HYDROCHLORIDE|PIPANEPERONE|R 3345|R-3345"";""Small molecule"";""3"";""375.49"";""7"";""12"";""2.59"";""66.64"";""4"";""1"";""0"";""7"";""N"";""0.74"";""None"";""8.39"";""1.87"";""0.83"";""1"";""MOL"";""0"";""27"";""5"";""2"";""0"";""375.2322"";""NEUTRAL"";""C21H30FN3O2"";""NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1""",,,
"CHEMBL1194;""PRILOCAINE"";""ASTRA-1512|ASTRA-1515|Citanest|NSC-40027|PRILOCAINE|PROPITOCAINE"";""Small molecule"";""4"";""220.32"";""116"";""302"";""2.32"";""41.13"";""2"";""2"";""0"";""5"";""N"";""0.80"";""13.51"";""8.82"";""2.68"";""1.25"";""1"";""MOL"";""0"";""16"";""3"";""2"";""0"";""220.1576"";""BASE"";""C13H20N2O"";""CCCNC(C)C(=O)Nc1ccccc1C""",,,
"CHEMBL1515611;""BROMISOVALUM"";""BROMISOVAL|BROMISOVALUM|BROMOVALUREE|BROMVALERYLUREA|Bromural"";""Small molecule"";""0"";""223.07"";""110"";""544"";""0.60"";""72.19"";""2"";""2"";""0"";""2"";""N"";""0.67"";""10.95"";""None"";""0.80"";""0.80"";""0"";""MOL"";""0"";""11"";""4"";""3"";""0"";""222.0004"";""NEUTRAL"";""C6H11BrN2O2"";""CC(C)C(Br)C(=O)NC(N)=O""",,,
"CHEMBL1214124;""PERAMPANEL"";""E-2007|E2007|ER-155055-90|FYCOMPA|PERAMPANEL"";""Small molecule"";""4"";""349.39"";""11"";""36"";""4.44"";""58.68"";""4"";""0"";""0"";""3"";""N"";""0.55"";""None"";""4.01"";""4.11"";""4.11"";""4"";""MOL"";""0"";""27"";""4"";""0"";""0"";""349.1215"";""NEUTRAL"";""C23H15N3O"";""N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccc2)c1=O""",,,
"CHEMBL570;""TRIFLUPROMAZINE"";""FLUOPROMAZINE|Fluopromazine|Nivoman|TRIFLUPROMAZINE|Triflupromazine|Vesprin|Vetame"";""Small molecule"";""4"";""352.43"";""53"";""122"";""5.26"";""6.48"";""3"";""0"";""1"";""4"";""N"";""0.74"";""None"";""9.20"";""4.81"";""3.01"";""2"";""MOL"";""0"";""24"";""2"";""0"";""1"";""352.1221"";""BASE"";""C18H19F3N2S"";""CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21""",,,
"CHEMBL1201168;""ISOCARBOXAZID"";""ISOCARBOXAZID|MARPLAN|NSC-169893|RO 5-0831|RO-5-0831"";""Small molecule"";""4"";""231.25"";""22"";""63"";""1.42"";""67.16"";""4"";""2"";""0"";""4"";""N"";""0.78"";""10.42"";""2.83"";""1.43"";""1.43"";""2"";""MOL"";""0"";""17"";""5"";""2"";""0"";""231.1008"";""NEUTRAL"";""C12H13N3O2"";""Cc1cc(C(=O)NNCc2ccccc2)no1""",,,
"CHEMBL1086;""DIBUCAINE"";""CINCHOCAINE|DIBUCAINE|Dibucaine|Nupercainal"";""Small molecule"";""4"";""343.47"";""38"";""116"";""3.49"";""54.46"";""4"";""1"";""0"";""10"";""N"";""0.67"";""None"";""9.04"";""3.70"";""2.05"";""2"";""MOL"";""0"";""25"";""5"";""1"";""0"";""343.2260"";""BASE"";""C20H29N3O2"";""CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1""",,,
"CHEMBL2104926;""CINOLAZEPAM"";""CINOLAZEPAM"";""Small molecule"";""0"";""357.77"";"""";"""";""2.90"";""76.69"";""4"";""1"";""0"";""3"";""N"";""0.92"";""10.68"";""None"";""2.70"";""2.70"";""2"";""MOL"";""0"";""25"";""5"";""1"";""0"";""357.0680"";""NEUTRAL"";""C18H13ClFN3O2"";""N#CCCN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21""",,,
"CHEMBL523;""NORDAZEPAM"";""Calmday|Desmethyldiazepam|Desoxydemoxepam|Madar|NORDAZEPAM|Nordazepam|Nordiazepam|Stilny|Vegesan"";""Small molecule"";""0"";""270.72"";""26"";""87"";""3.13"";""41.46"";""2"";""1"";""0"";""1"";""N"";""0.85"";""12.30"";""2.85"";""3.21"";""3.21"";""2"";""MOL"";""0"";""19"";""3"";""1"";""0"";""270.0560"";""NEUTRAL"";""C15H11ClN2O"";""O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1""",,,
"CHEMBL2364639;""VALBENAZINE"";""NBI-98854|VALBENAZINE"";""Small molecule"";""4"";""418.58"";"""";"""";""3.56"";""74.02"";""6"";""1"";""0"";""7"";""N"";""0.68"";""None"";""8.41"";""3.65"";""2.30"";""1"";""MOL"";""0"";""30"";""6"";""2"";""0"";""418.2832"";""NEUTRAL"";""C24H38N2O4"";""COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2""",,,
"CHEMBL979;""MEPROBAMATE"";""AMOSENE|BAMATE|Equanil|MEPRIAM|MEPROBAMATE|MEPROSPAN|Meprobamate|Miltown|NEURAMATE|TENAVOID|TRANMEP"";""Small molecule"";""4"";""218.25"";""17"";""81"";""0.98"";""104.64"";""4"";""2"";""0"";""6"";""N"";""0.69"";""None"";""None"";""0.93"";""0.93"";""0"";""MOL"";""0"";""15"";""6"";""4"";""0"";""218.1267"";""NEUTRAL"";""C9H18N2O4"";""CCCC(C)(COC(N)=O)COC(N)=O""",,,
"CHEMBL479;""THIORIDAZINE"";""MELLARIL-S|MELLERIL|Mellaril|RIDERIL|THIORIDAZINE|TP-21"";""Small molecule"";""4"";""370.59"";""214"";""2617"";""5.89"";""6.48"";""4"";""0"";""1"";""4"";""N"";""0.62"";""None"";""8.93"";""5.47"";""3.93"";""2"";""MOL"";""0"";""25"";""2"";""0"";""1"";""370.1537"";""BASE"";""C21H26N2S2"";""CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2""",,,
"CHEMBL2105233;""PROXIBARBAL"";""PROXIBARBAL"";""Small molecule"";""4"";""226.23"";"""";"""";""-0.31"";""95.50"";""4"";""3"";""0"";""4"";""N"";""0.45"";""7.18"";""None"";""-0.16"";""-0.58"";""0"";""MOL"";""0"";""16"";""6"";""3"";""0"";""226.0954"";""NEUTRAL"";""C10H14N2O4"";""C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O""",,,
"CHEMBL405;""AMPHETAMINE"";""ADZENYS ER|ADZENYS XR-ODT|AMFETAMINE|AMPHETAMINE|AMPHETAMINE RESIN COMPLEX|Amphetamine|DYANAVEL XR|NSC-27159"";""Small molecule"";""4"";""135.21"";""31"";""97"";""1.58"";""26.02"";""1"";""1"";""0"";""2"";""Y"";""0.65"";""None"";""10.01"";""1.80"";""-0.67"";""1"";""MOL"";""0"";""10"";""1"";""2"";""0"";""135.1048"";""BASE"";""C9H13N"";""CC(N)Cc1ccccc1""",,,
"CHEMBL1521;""ZALEPLON"";""CL 284","846|CL-284846|L-846|L846|LJC 10846|LJC-10846|SKP-1041|Sonata|ZAL-846|ZALEPLON|ZALEPLON CIV"";""Small molecule"";""4"";""305.34"";""138"";""767"";""2.64"";""74.29"";""5"";""0"";""0"";""3"";""N"";""0.75"";""None"";""0.28"";""1.53"";""1.53"";""3"";""MOL"";""0"";""23"";""6"";""0"";""0"";""305.1277"";""NEUTRAL"";""C17H15N5O"";""CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1""",,
"CHEMBL2103837;""TAFAMIDIS"";""FX-1005|FX-1006|FX1006|TAFAMIDIS|VYNDAMAX|VYNDAQEL"";""Small molecule"";""4"";""308.12"";""8"";""132"";""4.50"";""63.33"";""3"";""1"";""0"";""2"";""N"";""0.76"";""3.60"";""None"";""4.21"";""0.87"";""3"";""MOL"";""0"";""20"";""4"";""1"";""0"";""306.9803"";""ACID"";""C14H7Cl2NO3"";""O=C(O)c1ccc2nc(-c3cc(Cl)cc(Cl)c3)oc2c1""",,,
"CHEMBL1100;""PARAMETHADIONE"";""ISOETHADIONE|PARAMETHADIONE|Paradione|Paramethadione"";""Small molecule"";""4"";""157.17"";""2"";""2"";""0.76"";""46.61"";""3"";""0"";""0"";""1"";""Y"";""0.56"";""None"";""None"";""1.03"";""1.03"";""0"";""MOL"";""0"";""11"";""4"";""0"";""0"";""157.0739"";""None"";""C7H11NO3"";""CCC1(C)OC(=O)N(C)C1=O""",,,
"CHEMBL1697733;""ACETYLCARNITINE"";""ACETYL-L-CARNITINE|ACETYLCARNITINE|Acetyl-L-Carnitine|NICETILE"";""Small molecule"";""4"";""203.24"";""16"";""20"";""-1.24"";""66.43"";""4"";""0"";""0"";""5"";""N"";""0.41"";""4.09"";""None"";""-4.45"";""-3.68"";""0"";""MOL"";""0"";""14"";""5"";""0"";""0"";""203.1158"";""ACID"";""C9H17NO4"";""CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C""",,,
"CHEMBL41;""FLUOXETINE"";""FLUOXETINE|Fluoxetine|NSC-283480|Prozac|Sarafem|Symbyax"";""Small molecule"";""4"";""309.33"";""222"";""1190"";""4.44"";""21.26"";""2"";""1"";""0"";""6"";""N"";""0.85"";""None"";""9.80"";""4.17"";""1.83"";""2"";""MOL"";""0"";""22"";""2"";""1"";""0"";""309.1340"";""BASE"";""C17H18F3NO"";""CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1""",,,
"CHEMBL84158;""TIAPRIDE"";""TIAPRIDE"";""Small molecule"";""3"";""328.43"";""122"";""590"";""1.17"";""75.71"";""5"";""1"";""0"";""8"";""N"";""0.78"";""13.23"";""7.64"";""0.46"";""0.02"";""1"";""MOL"";""0"";""22"";""6"";""1"";""0"";""328.1457"";""NEUTRAL"";""C15H24N2O4S"";""CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC""",,,
"CHEMBL1200472;""QUAZEPAM"";""Doral|NSC-309702|QUAZEPAM|QUAZEPAM CIV|SCH 16134|SCH-16134"";""Small molecule"";""4"";""386.80"";""6"";""41"";""5.03"";""15.60"";""2"";""0"";""1"";""2"";""N"";""0.53"";""None"";""2.59"";""5.06"";""5.06"";""2"";""MOL"";""0"";""25"";""2"";""0"";""1"";""386.0268"";""NEUTRAL"";""C17H11ClF4N2S"";""Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21""",,,
"CHEMBL46516;""FLUSPIRILENE"";""FLUSPIRILENE|Imap|MCN-JR-6218|R 6218|R-6218|REDEPTIN|Redeptin"";""Small molecule"";""4"";""475.58"";""82"";""236"";""5.31"";""35.58"";""3"";""1"";""1"";""7"";""N"";""0.50"";""11.99"";""9.31"";""5.78"";""3.87"";""3"";""MOL"";""0"";""35"";""4"";""1"";""1"";""475.2435"";""BASE"";""C29H31F2N3O"";""O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2""",,,
"CHEMBL190461;""CANNABIDIOL"";""BTX-1503|CANNABIDIOL|CBD|EPIDIOLEX|GWP-42003|GWP-42003-P|GWP42003|GWP42003-P"";""Small molecule"";""4"";""314.47"";""36"";""115"";""5.85"";""40.46"";""2"";""2"";""1"";""6"";""N"";""0.51"";""9.13"";""None"";""6.33"";""6.32"";""1"";""MOL"";""0"";""23"";""2"";""2"";""1"";""314.2246"";""NEUTRAL"";""C21H30O2"";""C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O""",,,
"CHEMBL1451173;""DIPYROCETYL"";""DIACETYLSALICYLIC ACID|DIPYROCETYL"";""Small molecule"";""0"";""238.19"";""7"";""8"";""1.24"";""89.90"";""5"";""1"";""0"";""3"";""N"";""0.63"";""3.16"";""None"";""0.85"";""-2.61"";""1"";""MOL"";""0"";""17"";""6"";""1"";""0"";""238.0477"";""ACID"";""C11H10O6"";""CC(=O)Oc1cccc(C(=O)O)c1OC(C)=O""",,,
"CHEMBL3707307;""FABOMOTIZOLE"";""FABOMOTIZOLE"";""Small molecule"";""0"";""307.42"";""2"";""4"";""2.39"";""50.38"";""5"";""1"";""0"";""6"";""N"";""0.83"";""10.41"";""6.67"";""2.31"";""2.24"";""2"";""MOL"";""0"";""21"";""5"";""1"";""0"";""307.1354"";""NEUTRAL"";""C15H21N3O2S"";""CCOc1ccc2nc(SCCN3CCOCC3)[nH]c2c1""",,,
"CHEMBL1652;""AMBENONIUM"";""AMBENONIUM|Ambenonium"";""Small molecule"";""4"";""537.58"";""14"";""31"";""4.64"";""58.20"";""2"";""2"";""1"";""14"";""N"";""0.27"";""11.48"";""None"";""-3.63"";""-3.63"";""2"";""MOL"";""0"";""36"";""6"";""2"";""1"";""536.2674"";""NEUTRAL"";""C28H42Cl2N4O2+2"";""CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl""",,,
"CHEMBL64545;""MECLOFENOXATE"";""CENTROPHENOXINE|CLOPHENOXATE|MECLOFENOXATE|MECLOFENOXATE HYDROCHLORIDE"";""Small molecule"";""0"";""257.72"";""17"";""36"";""1.82"";""38.77"";""4"";""0"";""0"";""6"";""N"";""0.73"";""None"";""8.42"";""2.06"";""1.01"";""1"";""MOL"";""0"";""17"";""4"";""0"";""0"";""257.0819"";""NEUTRAL"";""C12H16ClNO3"";""CN(C)CCOC(=O)COc1ccc(Cl)cc1""",,,
"CHEMBL898;""DIFLUNISAL"";""DIFLUNISAL|DOLOBID 500|Dolobid"";""Small molecule"";""4"";""250.20"";""181"";""901"";""3.04"";""57.53"";""2"";""2"";""0"";""2"";""N"";""0.86"";""2.69"";""None"";""3.91"";""0.41"";""2"";""MOL"";""0"";""18"";""3"";""2"";""0"";""250.0442"";""ACID"";""C13H8F2O3"";""O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O""",,,
"CHEMBL589;""ROPINIROLE"";""ROPINIROLE|Requip|Ropinirole|SK&F 101468"";""Small molecule"";""4"";""260.38"";""38"";""133"";""2.85"";""32.34"";""2"";""1"";""0"";""7"";""N"";""0.82"";""12.27"";""10.17"";""3.06"";""0.36"";""1"";""MOL"";""0"";""19"";""3"";""1"";""0"";""260.1889"";""BASE"";""C16H24N2O"";""CCCN(CCC)CCc1cccc2c1CC(=O)N2""",,,
"CHEMBL109;""VALPROIC ACID"";""44089|CONVULEX|DEPAKOTE|Depakene|NSC-93819|STAVZOR|VALPROIC ACID"";""Small molecule"";""4"";""144.21"";""263"";""3578"";""2.29"";""37.30"";""1"";""1"";""0"";""5"";""N"";""0.64"";""5.14"";""None"";""2.80"";""0.56"";""0"";""MOL"";""0"";""10"";""2"";""1"";""0"";""144.1150"";""ACID"";""C8H16O2"";""CCCC(CCC)C(=O)O""",,,
"CHEMBL569713;""SCOPOLAMINE"";""Isoptpo Hyoscine|SCOPOLAMINE|TRANSDERM SCOP"";""Small molecule"";""4"";""303.36"";""3"";""3"";""0.92"";""62.30"";""5"";""1"";""0"";""4"";""N"";""0.66"";""None"";""6.95"";""0.89"";""0.76"";""1"";""MOL"";""0"";""22"";""5"";""1"";""0"";""303.1471"";""NEUTRAL"";""C17H21NO4"";""CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21""",,,
"CHEMBL972;""SELEGILINE"";""Eldepryl|Emsam|SELEGILINE|Zelapar"";""Small molecule"";""4"";""187.29"";""143"";""869"";""2.18"";""3.24"";""1"";""0"";""0"";""4"";""N"";""0.65"";""None"";""8.67"";""2.85"";""1.55"";""1"";""MOL"";""0"";""14"";""1"";""0"";""0"";""187.1361"";""BASE"";""C13H17N"";""C#CCN(C)[C@H](C)Cc1ccccc1""",,,
"CHEMBL28218;""BROMPERIDOL"";""BROMPERIDOL|IMPROMEN|R 11","333|R-11333"";""Small molecule"";""4"";""420.32"";""18"";""190"";""4.53"";""40.54"";""3"";""1"";""0"";""6"";""N"";""0.70"";""13.97"";""8.07"";""3.83"";""3.07"";""2"";""MOL"";""0"";""26"";""3"";""1"";""0"";""419.0896"";""NEUTRAL"";""C21H23BrFNO2"";""O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1""",,
"CHEMBL716;""QUETIAPINE"";""ATROLAK XL|BIQUELLE XL|BRANCICO XL|EBESQUE XL|MINTRELEQ XL|PSYQUET XL|QUETIAPINE|Quetiapine|SEOTIAPIM XL|SEROQUEL|SEROQUEL XL|SONDATE XL|TENPROLIDE XL|ZALURON XL"";""Small molecule"";""4"";""383.52"";""153"";""743"";""2.86"";""48.30"";""6"";""1"";""0"";""5"";""N"";""0.80"";""None"";""7.06"";""2.81"";""2.64"";""2"";""MOL"";""0"";""27"";""5"";""1"";""0"";""383.1667"";""NEUTRAL"";""C21H25N3O2S"";""OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1""",,,
"CHEMBL4297087;""BORNAPRINE"";""BORNAPRINE"";""Small molecule"";""0"";""329.48"";"""";"""";""4.02"";""29.54"";""3"";""0"";""0"";""8"";""N"";""0.53"";""None"";""10.00"";""4.18"";""1.63"";""1"";""MOL"";""0"";""24"";""3"";""0"";""0"";""329.2355"";""BASE"";""C21H31NO2"";""CCN(CC)CCCOC(=O)C1(c2ccccc2)CC2CCC1C2""",,,
"CHEMBL2106627;""DIACETYLMORPHINE HYDROCHLORIDE"";""DIACETYLMORPHINE HYDROCHLORIDE|DIACETYLMORPHINE HYDROCHLORIDE CI|DIAMORPHINE|DIAMORPHINE HYDROCHLORIDE|HEROIN HYDROCHLORIDE|NSC-302357"";""Small molecule"";""4"";""405.88"";""1"";""1"";""1.99"";""65.07"";""6"";""0"";""0"";""2"";""N"";""0.45"";""None"";""9.10"";""1.55"";""-0.15"";""1"";""MOL"";""0"";""27"";""6"";""0"";""0"";""369.1576"";""BASE"";""C21H24ClNO5"";""CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314.Cl""",,,
"CHEMBL2104292;""HEXAPROPYMATE"";""HEXAPROPYMATE"";""Small molecule"";""0"";""181.24"";"""";"""";""1.81"";""52.32"";""2"";""1"";""0"";""2"";""Y"";""0.66"";""None"";""None"";""1.83"";""1.83"";""0"";""MOL"";""0"";""13"";""3"";""2"";""0"";""181.1103"";""NEUTRAL"";""C10H15NO2"";""C#CCC1(OC(N)=O)CCCCC1""",,,
"CHEMBL159776;""PRAMIRACETAM"";""PRAMIRACETAM"";""Small molecule"";""0"";""269.39"";""4"";""13"";""0.84"";""52.65"";""3"";""1"";""0"";""7"";""N"";""0.75"";""None"";""9.61"";""0.10"";""-2.08"";""0"";""MOL"";""0"";""19"";""5"";""1"";""0"";""269.2103"";""BASE"";""C14H27N3O2"";""CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C""",,,
"CHEMBL1286;""LEVETIRACETAM"";""AGB-101|DESITREND|ELEPSIA XR|KEPPRA XR|Keppra|LEVETIRACETAM|LEVETIRACETAM IN SODIUM CHLORIDE|MATEVER|N03AX14|SPRITAM|UCB 22059|UCB L059|UCB-22059|UCB-L059"";""Small molecule"";""4"";""170.21"";""27"";""115"";""-0.13"";""63.40"";""2"";""1"";""0"";""3"";""N"";""0.64"";""None"";""None"";""-0.59"";""-0.59"";""0"";""MOL"";""0"";""12"";""4"";""2"";""0"";""170.1055"";""NEUTRAL"";""C8H14N2O2"";""CC[C@@H](C(N)=O)N1CCCC1=O""",,,
"CHEMBL91238;""IPROCLOZIDE"";""IPROCLOZIDE|PC-603"";""Small molecule"";""0"";""242.71"";""3"";""23"";""1.75"";""50.36"";""3"";""2"";""0"";""5"";""N"";""0.77"";""11.58"";""3.97"";""1.79"";""1.79"";""1"";""MOL"";""0"";""16"";""4"";""2"";""0"";""242.0822"";""NEUTRAL"";""C11H15ClN2O2"";""CC(C)NNC(=O)COc1ccc(Cl)cc1""",,,
"CHEMBL1743259;""ETOPERIDONE"";""ETOPERIDONE|Etoperidone"";""Small molecule"";""0"";""377.92"";""1"";""1"";""2.49"";""46.30"";""6"";""0"";""0"";""7"";""N"";""0.74"";""None"";""7.09"";""3.37"";""3.19"";""2"";""MOL"";""0"";""26"";""6"";""0"";""0"";""377.1982"";""NEUTRAL"";""C19H28ClN5O"";""CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC""",,,
"CHEMBL33986;""BUTORPHANOL"";""BUTORPHANOL|LEVO-BC-2627"";""Small molecule"";""4"";""327.47"";""24"";""108"";""3.37"";""43.70"";""3"";""2"";""0"";""2"";""N"";""0.88"";""9.86"";""10.70"";""2.89"";""0.81"";""1"";""MOL"";""0"";""24"";""3"";""2"";""0"";""327.2198"";""BASE"";""C21H29NO2"";""Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3""",,,
"CHEMBL1521495;""BENTAZEPAM"";""BENTAZEPAM|CI-718"";""Small molecule"";""0"";""296.39"";""11"";""34"";""3.42"";""41.46"";""3"";""1"";""0"";""1"";""N"";""0.86"";""10.36"";""3.25"";""4.14"";""4.14"";""2"";""MOL"";""0"";""21"";""3"";""1"";""0"";""296.0983"";""NEUTRAL"";""C17H16N2OS"";""O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1""",,,
"CHEMBL1514;""LEVOMETHADYL ACETATE"";""LAA-M|LAAM|LEVACETYLMETHADOL|LEVOMETHADYL ACETATE|Levomethadyl acetate"";""Small molecule"";""4"";""353.51"";""6"";""9"";""4.65"";""29.54"";""3"";""0"";""0"";""8"";""N"";""0.65"";""None"";""9.87"";""4.88"";""2.45"";""2"";""MOL"";""0"";""26"";""3"";""0"";""0"";""353.2355"";""BASE"";""C23H31NO2"";""CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1""",,,
"CHEMBL1870796;""PIVAGABINE"";""CXB-722|CXB722|PIVAGABINE"";""Small molecule"";""1"";""187.24"";""4"";""12"";""1.01"";""66.40"";""2"";""2"";""0"";""4"";""N"";""0.65"";""4.75"";""None"";""1.00"";""-1.60"";""0"";""MOL"";""0"";""13"";""4"";""2"";""0"";""187.1208"";""ACID"";""C9H17NO3"";""CC(C)(C)C(=O)NCCCC(=O)O""",,,
"CHEMBL609109;""THIOPROPERAZINE"";""THIOPROPERAZINE"";""Small molecule"";""0"";""446.64"";""2"";""21"";""3.18"";""47.10"";""6"";""0"";""0"";""6"";""N"";""0.68"";""None"";""7.96"";""2.83"";""2.16"";""2"";""MOL"";""0"";""30"";""6"";""0"";""0"";""446.1810"";""NEUTRAL"";""C22H30N4O2S2"";""CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1""",,,
"CHEMBL497939;""CYTISINICLINE"";""6039 Sopharma|CYTISINE|CYTISINICLINE|NSC-407282|Tabex"";""Small molecule"";""3"";""190.25"";""97"";""218"";""0.55"";""34.03"";""3"";""1"";""0"";""0"";""Y"";""0.65"";""None"";""9.82"";""-0.28"";""-2.64"";""1"";""MOL"";""0"";""14"";""3"";""1"";""0"";""190.1106"";""BASE"";""C11H14N2O"";""O=c1cccc2n1C[C@@H]1CNC[C@H]2C1""",,,
"CHEMBL117785;""TETRABENAZINE"";""NITOMAN|NSC-169886|REVOCON|RO 1-9569|RO-1-9569|RO-19569|TETMODIS|TETRABENAZINE|Tetrabenazine|XENAZINE|XENAZINE 25"";""Small molecule"";""4"";""317.43"";""25"";""60"";""3.24"";""38.77"";""4"";""0"";""0"";""4"";""N"";""0.85"";""None"";""7.33"";""3.40"";""3.14"";""1"";""MOL"";""0"";""23"";""4"";""0"";""0"";""317.1991"";""NEUTRAL"";""C19H27NO3"";""COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2""",,,
